threshold_pct,rows,mean_accuracy,worst_accuracy,best_accuracy,high_confidence_signals,high_confidence_accuracy,candidate,verdict
0.1,1449,47.303,37.759,62.656,391,36.829,False,MEANINGFUL-MOVE MODEL NOT STRONG ENOUGH
